Text,Verdict
however company saw net profit third quarter eur 14 million eur 15 million correspond period 2009,negative
sales climb 192 pct 1002 bln eur surpass 953 mln eur consensus figure,positive
skf 6 april 2010 - alandsbanken give `` buy `` recommendation swedish industrial company skf ab ( sto skf b ) share price target sek150,positive
net sales lehdentekijat unit approximately eur 14 million 2007 70 employees,neutral
one dark spot horizon however company 's performance finnish bottle water market,negative
correspond increase share capital total eur 30000 register finnish trade register may 8 2008,neutral
department store sales improve 14 % eur 10706 mn,positive
besides depositor preference finland senior debt deposit rank par also take consideration agency add,neutral
disappointment see plan fold,negative
sale healthcare trade business support oriola-kd 's strategy focus pharmaceutical wholesale retail businesses,positive
latin america currently account approximately 40 % sales finnish bss-oss vas supplier telecoms operators tecnotree company president ceo eero mertano tell bnamericas,neutral
pretax loss total eur 499 mn compare loss eur 154 mn correspond period 2008,negative
operate loss pulp & paper machinery unit eur 3mn september 2007 - august 2008 compare profit eur 37 mn year earlier,negative
january-august 2009 import sea container lorry trailer units fell 277 % export 286 % correspond period 2008,negative
sales volume coca-cola 's market share decrease 22 % 242 %,negative
finnish steel maker rautaruukki oyj ( hel rtrks ) ruukki say today net loss contract eur 49 million ( usd 682 ) first nine months 2010 eur 229 million period year ago,positive
tietoenator 113 pct 1838 extend recent low last week 's second-quarter report dealers say,negative
broker repeat ` buy ' rat base expectations current restructure lead clear improvement performance europe 2007,positive
operate profit fell eur 203 mn eur 742 mn second quarter 2008,negative
operate profit total eur 96 mn eur 420 mn year,negative
finnish electronics contract manufacturer scanfil net sales eur 522 mn first quarter 2007 eur 601 mn year,negative
period 's sales drop eur30 6 eur38 3 accord interim report release today,negative
however market share shrink 4759 per cent 48 per cent year earlier,negative
baltic countries sales fell 402 % russia 232 % term euros 107 % term local currency,negative
nokia share hit 1321 euros friday 50 percent start year part slow introduction touch-screen model,negative
accord mark white locatrix communications ' ceo company 's web service interface allow device owners friends family track locate twig users via web browser,neutral
last position nokia siemens network head business human resources nsn global,neutral
company turnover amount meur 279 2007,neutral
abb deutsche bank upgrade recommendation swiss-swedish engineer group abb ltd ` buy ' ` hold ',positive
neste oil corp sign long-term procurement contract honkajoki oy findest protein oy own finnish food manufacturers supply animal fat biodiesel production neste 's 200000 b-cd porvoo finland refinery,positive
l & 's net profit whole 2010 drop eur 36 million eur 45 million 2009,negative
launch plant june go well produce advance fuel couple weeks,positive
machine annual production capacity 200000 tonnes super-calendered magazine paper paper grade base recover fiber stora enso say,neutral
finnish cargotec 's kalmar receive significant order us department defense,positive
operate loss amount eur 08 mn compare profit eur 39 mn year earlier,negative
lead private road ambulance service company finland,positive
baltimore police fire pension $ 15 billion lose $ 35 million madoff ponzi scheme,negative
kalnapilio-tauro grupe ( kalnapilis-tauras group ) own denmark 's royal unibrew raise market share 252 percent 2391 percent beer sales nine months jump 114 percent 5299 million liters,positive
kiosk cinema operations suffer particular,negative
operate profit total eur 96 mn eur 420 mn year,negative
srv lower net sales estimate whole 2008 due uncertainties house sales,negative
base helsinki finland ramirent branch 13 nordic central eastern european countries,neutral
`` implementation program negative impact 2006 2007 earnings `` mr meiklejohn say,negative
company exit contract manufacture service segment,neutral
operate profit total eur 90 mn eur 97 mn first half 2008,negative
dilute earnings per share ( eps ) rise eur 105 eur 064,positive
`` intel atom processor tremendous success marketplace since launch 2 years ago `` say pankaj kedia director global ecosystem program intel corp 's ultra mobility group,positive
growth rate pay national debt extremely painful,negative
trade new share right dividends distributions fund start exchange helsinki tomorrow,neutral
company indicate level investment unit say purchase equipment nokia corporation 's mobile phone r & laboratory jyvaeskylae,neutral
eps improve eur0 38 eur0 27,positive
- net sales period expect fall well last year result non-recurring items expect red,negative
aspocomp large factory china factory build project india halt due finance problems,negative
finland-based stockmann group close seven franchise sport store nike russia,negative
`` management decide end 2005 increase cathode copper capacity,neutral
operate profit fell eur 354 mn eur 688 mn 2007 include vessel sales gain eur 123 mn,negative
export grow 165 percent 191 million liters,positive
accord finnish petrol station chain st1 's manage director kim wiio company force make purchase rise price first half 2008 consumer price go almost daily due competition,negative
upon completion sale proha would get usd12 7 stake artemis,neutral
rapala vmc corporation stock exchange release october 10 2008 1145 kaupthing bank oyj ( `` kapthing `` ) inform rapala vmc corporation ( `` rapala `` ) interrupt liquidity provide rapala 's share time,negative
adjustments concern staff specialty paper fiber composites segment,neutral
